Week,Site,Channel,Impressions,Clicks,Spend,Sales
2023-03-05,Facebook/Instagram,Social,19851949.0,13874,36391.46,9834201.96
2023-03-05,Pinterest,Social,14453491.0,11768,49022.57,9834201.96
2023-03-05,TikTok,Social,28010982.0,49275,77627.84,9834201.96
2023-03-05,Unknown_Site,TV,1.0,0,246063.95,9834201.96
2023-03-12,Amazon,Display,283279.0,523,0.09,0.0
2023-03-12,CBS,Display,147955.0,40,0.02,0.0
2023-03-12,Roku,Display,7627.0,3,0.09,0.0
2023-03-12,The Trade Desk,Display,2992005.0,7318,4.41,0.0
2023-03-12,Tubi Inc,Display,29739.5,8,0.03,0.0
2023-03-12,YouTube,Display,5311804.0,2785,3.36,0.0
2023-03-12,Facebook/Instagram,Social,19074090.0,12255,36642.78,9842864.28
2023-03-12,Pinterest,Social,14497893.0,12041,49176.06,9842864.28
2023-03-12,TikTok,Social,29598669.0,59144,94679.0,9842864.28
2023-03-19,Amazon,Display,330.0,0,0.13,0.0
2023-03-19,The Trade Desk,Display,3148743.0,9499,4.34,0.0
2023-03-19,YouTube,Display,5715413.0,3657,3.36,0.0
2023-03-19,Facebook/Instagram,Social,7798177.0,5425,14754.8,9604625.35
2023-03-19,Pinterest,Social,2322302.0,1975,8116.69,9604625.35
2023-03-19,TikTok,Social,28912008.0,51545,92056.93,9604625.35
2023-03-26,Amazon,Display,601873.0,1109,0.78,0.0
2023-03-26,CBS,Display,911910.0,86,0.13,0.0
2023-03-26,NBCU,Display,405454.0,295,0.12,0.0
2023-03-26,Roku,Display,455828.0,123,0.12,0.0
2023-03-26,The Trade Desk,Display,3100780.0,8289,4.44,0.0
2023-03-26,Tubi Inc,Display,594942.0,153,0.13,0.0
2023-03-26,YouTube,Display,5606662.5,3815,3.37,0.0
2023-03-26,Facebook/Instagram,Social,4356923.0,2017,8002.59,9404039.29
2023-03-26,Pinterest,Social,342966.0,286,1086.02,9404039.29
2023-03-26,TikTok,Social,12910696.0,20988,36691.35,9404039.29
2023-03-26,Unknown_Site,TV,1.0,0,159116.46,9404039.29
2023-04-02,Amazon,Display,515441.0,951,0.84,0.0
2023-04-02,CBS,Display,1003171.0,74,0.14,0.0
2023-04-02,NBCU,Display,395975.0,149,0.14,0.0
2023-04-02,Roku,Display,487970.0,131,0.14,0.0
2023-04-02,The Trade Desk,Display,2900351.0,5741,4.34,0.0
2023-04-02,Tubi Inc,Display,735522.0,188,0.14,0.0
2023-04-02,YouTube,Display,4840842.5,2082,3.49,0.0
2023-04-02,Facebook/Instagram,Social,19580427.0,10936,35449.19,9103074.7
2023-04-02,Pinterest,Social,316584.0,264,1002.48,9103074.7
2023-04-02,TikTok,Social,11088677.0,17472,27596.24,9103074.7
2023-04-02,Unknown_Site,TV,1.0,0,159116.46,9103074.7
2023-04-09,Amazon,Display,56171.0,103,0.62,0.0
2023-04-09,CBS,Display,107329.0,30,0.02,0.0
2023-04-09,NBCU,Display,58164.0,41,0.02,0.0
2023-04-09,Roku,Display,23573.0,6,0.02,0.0
2023-04-09,The Trade Desk,Display,1325004.0,2235,4.4,0.0
2023-04-09,Tubi Inc,Display,105873.0,27,0.02,0.0
2023-04-09,YouTube,Display,3225744.0,1675,3.4,0.0
2023-04-09,Facebook/Instagram,Social,21883358.0,13057,40735.86,9400439.27
2023-04-09,Pinterest,Social,356157.0,297,1127.7900000000002,9400439.27
2023-04-09,TikTok,Social,3410372.0,5395,8199.78,9400439.27
2023-04-16,Amazon,Display,59.0,0,0.54,0.0
2023-04-16,The Trade Desk,Display,1154497.0,1719,4.41,0.0
2023-04-16,YouTube,Display,2957965.0,1597,3.36,0.0
2023-04-16,Facebook/Instagram,Social,20745453.0,12343,40610.31,8601772.01
2023-04-16,Pinterest,Social,250629.0,209,793.6300000000001,8601772.01
2023-04-23,Amazon,Display,663855.0,1223,0.56,0.0
2023-04-23,CBS,Display,917463.0,82,0.12,0.0
2023-04-23,NBCU,Display,393399.0,118,0.12,0.0
2023-04-23,Roku,Display,430971.0,118,0.24,0.0
2023-04-23,The Trade Desk,Display,1178740.0,1937,4.34,0.0
2023-04-23,Tubi Inc,Display,632543.0,183,0.14,0.0
2023-04-23,YouTube,Display,3140764.0,1649,3.48,0.0
2023-04-23,Facebook/Instagram,Social,20668924.0,12224,40693.24,9310870.31
2023-04-23,Pinterest,Social,290202.0,242,918.94,9310870.31
2023-04-23,Unknown_Site,TV,1.0,0,159116.46,9310870.31
2023-04-30,Amazon,Display,464994.0,860,0.56,0.0
2023-04-30,CBS,Display,1010840.0,86,0.14,0.0
2023-04-30,NBCU,Display,452081.0,134,0.14,0.0
2023-04-30,Roku,Display,467203.0,123,0.28,0.0
2023-04-30,The Trade Desk,Display,1155230.0,1876,4.34,0.0
2023-04-30,Tubi Inc,Display,758108.0,179,0.14,0.0
2023-04-30,YouTube,Display,3077791.0,1626,3.44,0.0
2023-04-30,Facebook/Instagram,Social,20725178.0,12733,40473.43,9257641.52
2023-04-30,Pinterest,Social,211056.0,176,668.32,9257641.52
2023-04-30,Unknown_Site,TV,1.0,0,159116.46,9257641.52
2023-05-07,Amazon,Display,39324.0,72,0.36,0.0
2023-05-07,CBS,Display,93558.0,19,0.04,0.0
2023-05-07,NBCU,Display,38247.0,12,0.02,0.0
2023-05-07,Roku,Display,35221.0,8,0.05,0.0
2023-05-07,The Trade Desk,Display,1213147.0,2377,4.44,0.0
2023-05-07,Tubi Inc,Display,125230.5,27,0.04,0.0
2023-05-07,YouTube,Display,3108087.5,1683,3.33,0.0
2023-05-07,Facebook/Instagram,Social,19855673.0,12021,40330.62,9685965.44
2023-05-07,Pinterest,Social,277011.0,231,877.1700000000001,9685965.44
2023-05-14,Amazon,Display,31.0,0,0.28,0.0
2023-05-14,The Trade Desk,Display,1851794.0,4356,4.34,0.0
2023-05-14,YouTube,Display,4334185.5,2592,3.29,0.0
2023-05-14,Facebook/Instagram,Social,19154903.0,11612,39314.11,9220157.19
2023-05-14,Pinterest,Social,224247.0,187,710.09,9220157.19
2023-05-21,Amazon,Display,658844.0,1215,0.28,0.0
2023-05-21,CBS,Display,1567462.0,60,0.12,0.0
2023-05-21,NBCU,Display,391698.0,118,0.12,0.0
2023-05-21,Roku,Display,475390.0,129,0.24,0.0
2023-05-21,The Trade Desk,Display,1958472.0,5150,4.37,0.0
2023-05-21,Tubi Inc,Display,665253.0,151,0.12,0.0
2023-05-21,YouTube,Display,4248253.5,2463,3.41,0.0
2023-05-21,Facebook/Instagram,Social,19382940.0,11756,41222.25,8901739.66
2023-05-21,Pinterest,Social,158292.0,132,501.24,8901739.66
2023-05-21,Unknown_Site,TV,1.0,0,159116.46,8901739.66
2023-05-28,Amazon,Display,462313.0,855,0.29,0.0
2023-05-28,CBS,Display,1570847.0,91,0.14,0.0
2023-05-28,NBCU,Display,462000.0,127,0.14,0.0
2023-05-28,Roku,Display,558094.0,154,0.34,0.0
2023-05-28,The Trade Desk,Display,932938.0,2228,2.72,0.0
2023-05-28,Tubi Inc,Display,750708.0,246,0.14,0.0
2023-05-28,YouTube,Display,2513119.0,1232,2.12,0.0
2023-05-28,Facebook/Instagram,Social,12369962.0,7060,25154.02,8740458.1
2023-05-28,Pinterest,Social,263820.0,220,835.4000000000001,8740458.1
2023-05-28,Unknown_Site,TV,1.0,0,159116.46,8740458.1
2023-06-04,Amazon,Display,47815.0,88,0.08,0.0
2023-06-04,CBS,Display,200449.0,25,0.03,0.0
2023-06-04,NBCU,Display,80177.0,24,0.02,0.0
2023-06-04,Roku,Display,44714.0,12,0.06,0.0
2023-06-04,The Trade Desk,Display,72.0,0,0.4,0.0
2023-06-04,Tubi Inc,Display,107944.0,20,0.04,0.0
2023-06-04,YouTube,Display,39643.0,9,0.04,0.0
2023-06-04,Facebook/Instagram,Social,9836412.0,5494,20130.670000000002,8678092.2
2023-06-04,Pinterest,Social,224247.0,187,710.09,8678092.2
2023-06-11,The Trade Desk,Display,3057.0,2,0.32,0.0
2023-06-11,Facebook/Instagram,Social,9386938.0,5249,20128.97,9191120.67
2023-06-11,Pinterest,Social,184674.0,154,584.7800000000001,9191120.67
2023-06-18,The Trade Desk,Display,36.0,1,0.33,0.0
2023-06-18,Facebook/Instagram,Social,1363114.0,790,2873.09,9114137.06
2023-06-18,Pinterest,Social,211056.0,176,668.32,9114137.06
2023-06-18,Unknown_Site,TV,0.0,0,10.329848672059171,9114137.06
2023-06-25,Amazon,Display,1140041.0,2106,0.03,0.0
2023-06-25,CBS,Display,1.0,0,0.01,0.0
2023-06-25,Hulu,Display,1.0,0,0.01,0.0
2023-06-25,Roku,Display,14737.0,1,0.01,0.0
2023-06-25,The Trade Desk,Display,81711.0,81,0.6,0.0
2023-06-25,YouTube,Display,110764.0,50,0.08,0.0
2023-06-25,Pinterest,Social,171483.0,143,543.01,8739404.82
2023-06-25,Unknown_Site,TV,0.0,0,10.329848672059171,8739404.82
2023-07-02,The Trade Desk,Display,950991.0,1030,3.52,0.0
2023-07-02,YouTube,Display,1375714.0,676,1.04,0.0
2023-07-02,Pinterest,Social,7906051.0,7399,24339.43,8654060.81
2023-07-09,Amazon,Display,151.0,0,0.16,0.0
2023-07-09,Discovery,Display,11.0,5,0.06,0.0
2023-07-09,Roku,Display,2.0,0,0.02,0.0
2023-07-09,The Trade Desk,Display,1122939.0,1312,4.43,0.0
2023-07-09,YouTube,Display,1688106.5,1152,1.33,0.0
2023-07-09,Pinterest,Social,17314576.0,16330,56827.04,8702889.28
2023-07-16,Amazon,Display,588182.0,1088,0.56,0.0
2023-07-16,CBS,Display,1711152.0,88,0.12,0.0
2023-07-16,CWTV,Display,348875.0,171,0.18,0.0
2023-07-16,DV360,Display,7619431.0,2967,2.1,0.0
2023-07-16,Discovery,Display,701562.0,18,0.18,0.0
2023-07-16,Hulu,Display,397932.0,35,0.12,0.0
2023-07-16,NBCU,Display,1036594.0,297,0.12,0.0
2023-07-16,Roku,Display,1470418.0,396,0.36,0.0
2023-07-16,The Trade Desk,Display,1330273.0,1410,5.18,0.0
2023-07-16,YouTube,Display,2096323.0,1313,1.44,0.0
2023-07-16,Facebook/Instagram,Social,23305562.0,19853,58336.06,9212674.9
2023-07-16,Pinterest,Social,15945122.0,15912,56682.75,9212674.9
2023-07-16,TikTok,Social,6227244.0,9475,19136.66,9212674.9
2023-07-16,Unknown_Site,TV,1.0,0,253272.09,9212674.9
2023-07-23,Amazon,Display,495123.0,916,0.56,0.0
2023-07-23,CBS,Display,1717558.0,197,0.14,0.0
2023-07-23,CWTV,Display,520976.5,208,0.21,0.0
2023-07-23,DV360,Display,8476871.5,2962,2.45,0.0
2023-07-23,Discovery,Display,730214.0,21,0.21,0.0
2023-07-23,Hulu,Display,403468.0,33,0.14,0.0
2023-07-23,NBCU,Display,1000946.0,428,0.14,0.0
2023-07-23,Roku,Display,1252501.0,340,0.42,0.0
2023-07-23,The Trade Desk,Display,8120517.0,5413,7.86,0.0
2023-07-23,YouTube,Display,2209933.5,1361,1.47,0.0
2023-07-23,Facebook/Instagram,Social,28115903.0,25548,75237.37,9201067.77
2023-07-23,Pinterest,Social,15452695.0,15032,56819.15,9201067.77
2023-07-23,TikTok,Social,7861018.0,12560,23548.91,9201067.77
2023-07-23,Unknown_Site,TV,1.0,0,253272.09,9201067.77
2023-07-30,Amazon,Display,2722514.0,5030,1.29,9184224.24
2023-07-30,CBS,Display,1128708.0,166,0.14,9184224.24
2023-07-30,CWTV,Display,51282.5,38,0.05,0.0
2023-07-30,DV360,Display,8227435.5,2581,2.45,0.0
2023-07-30,Discovery,Display,79530.0,3,0.03,0.0
2023-07-30,Hulu,Display,54409.0,4,0.04,0.0
2023-07-30,NBC Sports,Display,2282041.0,298,0.14,9184224.24
2023-07-30,NBCU,Display,217927.0,121,0.06,0.0
2023-07-30,Roku,Display,400011.0,110,0.34,9184224.24
2023-07-30,The Trade Desk,Display,16674070.0,43325,9.14,9184224.24
2023-07-30,Tubi Inc,Display,205211.0,59,0.42,9184224.24
2023-07-30,YouTube,Display,5907276.0,2533,3.18,9184224.24
2023-07-30,Facebook/Instagram,Social,30215746.0,29053,81670.06,9184224.24
2023-07-30,Pinterest,Social,16305544.0,16333,57388.38,9184224.24
2023-07-30,TikTok,Social,8316181.0,12785,25314.64,9184224.24
2023-08-06,Amazon,Display,42.0,0,0.42,0.0
2023-08-06,DV360,Display,7984619.5,2327,2.41,0.0
2023-08-06,NBCU,Display,1.0,0,0.01,0.0
2023-08-06,The Trade Desk,Display,13293217.0,14208,9.69,0.0
2023-08-06,YouTube,Display,1726836.5,1262,1.33,0.0
2023-08-06,Facebook/Instagram,Social,35668132.0,37402,100022.8,9625326.46
2023-08-06,Pinterest,Social,17614210.0,18856,62737.36,9625326.46
2023-08-06,TikTok,Social,11576618.0,17459,38056.74,9625326.46
2023-08-13,Amazon,Display,601362.0,1110,0.42,0.0
2023-08-13,CBS,Display,1785321.5,85,0.13,0.0
2023-08-13,CWTV,Display,454593.0,177,0.18,0.0
2023-08-13,DV360,Display,8099125.5,2279,2.45,0.0
2023-08-13,Discovery,Display,699046.0,18,0.18,0.0
2023-08-13,Hulu,Display,425122.0,31,0.12,0.0
2023-08-13,NBCU,Display,1071960.0,392,0.12,0.0
2023-08-13,Roku,Display,1444295.0,389,0.36,0.0
2023-08-13,The Trade Desk,Display,11727004.0,15809,9.8,0.0
2023-08-13,YouTube,Display,2139131.5,1285,1.45,0.0
2023-08-13,Facebook/Instagram,Social,36137578.0,36896,104502.74,9657422.18
2023-08-13,Pinterest,Social,19175647.0,21926,69800.49,9657422.18
2023-08-13,TikTok,Social,11977988.0,18801,43301.83,9657422.18
2023-08-13,Unknown_Site,TV,1.0,0,253272.09,9657422.18
2023-08-20,Amazon,Display,522016.0,964,0.42,0.0
2023-08-20,CBS,Display,1678665.0,109,0.14,0.0
2023-08-20,CWTV,Display,412745.5,192,0.21,0.0
2023-08-20,DV360,Display,8068849.5,2240,2.45,0.0
2023-08-20,Discovery,Display,730839.0,21,0.21,0.0
2023-08-20,Hulu,Display,378068.0,37,0.14,0.0
2023-08-20,NBCU,Display,994545.0,335,0.14,0.0
2023-08-20,Roku,Display,1190459.0,327,0.42,0.0
2023-08-20,The Trade Desk,Display,10258205.0,11781,9.81,0.0
2023-08-20,YouTube,Display,2197586.5,1230,1.47,0.0
2023-08-20,Facebook/Instagram,Social,34803091.0,35729,104162.92,9784954.04
2023-08-20,Pinterest,Social,18202630.0,20942,69846.7,9784954.04
2023-08-20,TikTok,Social,11623906.0,16932,40958.57,9784954.04
2023-08-20,Unknown_Site,TV,1.0,0,253272.09,9784954.04
2023-08-27,Amazon,Display,98093.0,182,0.23,0.0
2023-08-27,CBS,Display,230434.5,31,0.04,0.0
2023-08-27,CWTV,Display,44366.5,39,0.05,0.0
2023-08-27,DV360,Display,8125886.5,2134,2.45,0.0
2023-08-27,Discovery,Display,81264.0,3,0.03,0.0
2023-08-27,Hulu,Display,54047.0,4,0.04,0.0
2023-08-27,NBCU,Display,94751.0,65,0.04,0.0
2023-08-27,Roku,Display,87742.0,24,0.06,0.0
2023-08-27,The Trade Desk,Display,9786911.0,10578,9.81,0.0
2023-08-27,YouTube,Display,2848148.5,2389,1.35,0.0
2023-08-27,Facebook/Instagram,Social,4765376.0,4870,14054.91,9617517.61
2023-08-27,Pinterest,Social,13622459.0,15230,55445.9,9617517.61
2023-08-27,TikTok,Social,13269485.0,20351,39573.76,9617517.61
2023-09-03,Amazon,Display,15.0,0,0.14,0.0
2023-09-03,DV360,Display,8227551.5,2058,2.45,0.0
2023-09-03,The Trade Desk,Display,9385034.0,10323,9.8,0.0
2023-09-03,YouTube,Display,4260908.5,4370,1.33,0.0
2023-09-03,Pinterest,Social,24131101.0,26088,116519.53,9369941.3
2023-09-03,TikTok,Social,12423742.0,18891,35079.46,9369941.3
2023-09-10,Amazon,Display,585643.0,1081,0.14,0.0
2023-09-10,CBS,Display,1826928.0,84,0.14,0.0
2023-09-10,CWTV,Display,482801.0,207,0.18,0.0
2023-09-10,DV360,Display,8294328.5,2234,2.45,0.0
2023-09-10,Discovery,Display,698329.0,18,0.18,0.0
2023-09-10,Hulu,Display,392056.0,36,0.12,0.0
2023-09-10,NBCU,Display,1134042.0,191,0.12,0.0
2023-09-10,Roku,Display,1399451.0,375,0.36,0.0
2023-09-10,The Trade Desk,Display,4834975.0,5060,9.24,0.0
2023-09-10,YouTube,Display,5165701.5,5344,1.45,0.0
2023-09-10,Facebook/Instagram,Social,31087777.0,27905,80270.6,9491445.2
2023-09-10,Pinterest,Social,29956201.0,34754,174903.23,9491445.2
2023-09-10,TikTok,Social,11404102.0,15837,35829.46,9491445.2
2023-09-17,Amazon,Display,497786.0,920,0.14,0.0
2023-09-17,CBS,Display,1703033.0,152,0.14,0.0
2023-09-17,CWTV,Display,405638.5,184,0.21,0.0
2023-09-17,DV360,Display,7948954.5,2099,2.45,0.0
2023-09-17,Discovery,Display,733189.0,21,0.21,0.0
2023-09-17,Hulu,Display,431843.0,47,0.14,0.0
2023-09-17,NBCU,Display,899258.0,262,0.14,0.0
2023-09-17,Roku,Display,1149396.0,312,0.42,0.0
2023-09-17,The Trade Desk,Display,4195669.0,4736,9.01,0.0
2023-09-17,YouTube,Display,5593537.5,5805,1.47,0.0
2023-09-17,Facebook/Instagram,Social,39801543.0,39856,122535.86,9498652.67
2023-09-17,Pinterest,Social,29775615.0,29863,134238.03,9498652.67
2023-09-17,TikTok,Social,10743007.0,15011,37253.08,9498652.67
2023-09-24,Amazon,Display,514912.0,951,0.06,0.0
2023-09-24,CBS,Display,228196.5,18,0.03,0.0
2023-09-24,CWTV,Display,27679.5,31,0.05,0.0
2023-09-24,DV360,Display,4491760.5,1042,2.45,0.0
2023-09-24,Discovery,Display,80600.0,3,0.03,0.0
2023-09-24,Hulu,Display,64149.0,8,0.04,0.0
2023-09-24,NBCU,Display,92632.0,29,0.06,0.0
2023-09-24,Roku,Display,77070.0,20,0.06,0.0
2023-09-24,The Trade Desk,Display,3810881.0,5056,9.17,0.0
2023-09-24,YouTube,Display,4704157.5,5139,1.37,0.0
2023-09-24,Facebook/Instagram,Social,30029377.0,27670,92240.17,9242692.89
2023-09-24,Pinterest,Social,13579909.0,12138,53781.85,9242692.89
2023-09-24,TikTok,Social,8273701.0,10419,26704.41,9242692.89
2023-10-01,DV360,Display,3965332.5,703,2.45,0.0
2023-10-01,The Trade Desk,Display,3590672.0,4375,7.890000000000001,0.0
2023-10-01,YouTube,Display,2723253.5,2376,1.33,0.0
2023-10-01,Facebook/Instagram,Social,33006534.0,31068,91472.65,9080428.22
2023-10-01,Pinterest,Social,14921760.0,12793,44386.91,9080428.22
2023-10-01,TikTok,Social,9435532.0,11078,27540.95,9080428.22
2023-10-08,DV360,Display,3907058.5,709,2.45,0.0
2023-10-08,NBCU,Display,1.0,0,0.01,0.0
2023-10-08,The Trade Desk,Display,3849277.0,4340,7.62,0.0
2023-10-08,YouTube,Display,2639007.5,2151,1.33,0.0
2023-10-08,Facebook/Instagram,Social,21516017.0,16900,58617.2,9365765.46
2023-10-08,Pinterest,Social,2597187.0,2308,7934.31,9365765.46
2023-10-08,TikTok,Social,5956481.0,7666,16840.49,9365765.46
2023-10-15,DV360,Display,3812113.5,702,2.45,0.0
2023-10-15,The Trade Desk,Display,3684145.0,4063,7.8100000000000005,0.0
2023-10-15,YouTube,Display,2545480.5,2099,1.33,0.0
2023-10-15,Facebook/Instagram,Social,26517240.0,22912,78472.89,9260956.15
2023-10-15,Pinterest,Social,6814053.0,5148,22050.05,9260956.15
2023-10-15,TikTok,Social,5178977.0,6855,12914.15,9260956.15
2023-10-22,DV360,Display,3668985.5,679,2.45,0.0
2023-10-22,The Trade Desk,Display,3628853.0,3756,7.8,0.0
2023-10-22,YouTube,Display,2433523.5,1915,1.33,0.0
2023-10-22,Facebook/Instagram,Social,28879804.0,27572,104543.72,9117107.37
2023-10-22,Pinterest,Social,7904507.0,5776,25933.54,9117107.37
2023-10-22,TikTok,Social,8725724.0,11150,25160.16,9117107.37
2023-10-29,Amazon,Display,3179774.0,5142,0.23,0.0
2023-10-29,DV360,Display,4711325.5,1004,2.45,0.0
2023-10-29,The Trade Desk,Display,3242732.0,3383,8.23,0.0
2023-10-29,YouTube,Display,2316350.5,1887,1.33,0.0
2023-10-29,Facebook/Instagram,Social,30183578.0,27569,105142.78,8803997.44
2023-10-29,Pinterest,Social,7752298.0,5593,26107.92,8803997.44
2023-10-29,TikTok,Social,15894385.0,18044,50285.48,8803997.44
2023-11-05,Amazon,Display,5139316.0,9495,0.42,0.0
2023-11-05,DV360,Display,3087769.5,550,1.37,0.0
2023-11-05,The Trade Desk,Display,2592021.0,2440,7.2700000000000005,0.0
2023-11-05,YouTube,Display,2007284.5,1513,1.33,0.0
2023-11-05,Facebook/Instagram,Social,17117695.0,11569,49665.66,9105374.03
2023-11-05,Pinterest,Social,1696120.0,1310,5439.42,9105374.03
2023-11-05,TikTok,Social,3042337.0,3690,9483.29,9105374.03
2023-11-12,Amazon,Display,6258835.0,11558,0.38,0.0
2023-11-12,DV360,Display,2837138.5,476,1.19,0.0
2023-11-12,The Trade Desk,Display,283404.0,265,1.47,0.0
2023-11-12,YouTube,Display,242915.0,146,0.22,0.0
2023-11-12,Facebook/Instagram,Social,14240701.0,8285,39678.58,9427325.5
2023-11-12,Pinterest,Social,2070285.0,1532,6517.240000000001,9427325.5
2023-11-19,Amazon,Display,5926659.0,10947,0.28,0.0
2023-11-19,DV360,Display,2837138.5,476,1.19,0.0
2023-11-19,The Trade Desk,Display,27.0,0,0.27,0.0
2023-11-19,Facebook/Instagram,Social,13306329.0,7541,39931.62,9136433.41
2023-11-19,Pinterest,Social,4504053.0,3419,13971.01,9136433.41
2023-11-26,Amazon,Display,6083607.0,11237,0.28,0.0
2023-11-26,DV360,Display,4654553.5,974,2.09,0.0
2023-11-26,The Trade Desk,Display,26.0,0,0.26,0.0
2023-11-26,Facebook/Instagram,Social,63563088.0,51303,220491.41,7388082.66
2023-11-26,Pinterest,Social,4668128.0,3329,13835.14,7388082.66
2023-11-26,TikTok,Social,31717201.0,37416,117029.23,7388082.66
2023-12-03,Amazon,Display,5223868.0,9650,0.28,0.0
2023-12-03,DV360,Display,6234926.5,1420,2.45,0.0
2023-12-03,The Trade Desk,Display,38.0,11,0.36,0.0
2023-12-03,Facebook/Instagram,Social,105125269.0,87724,383890.56,8667180.32
2023-12-03,Pinterest,Social,1108882.0,888,3284.4500000000003,8667180.32
2023-12-03,TikTok,Social,46059731.0,59265,180950.07,8667180.32
2023-12-10,Amazon,Display,6378862.0,11782,0.29,0.0
2023-12-10,CWTV,Display,5.0,0,0.02,0.0
2023-12-10,DV360,Display,6071000.5,1530,2.45,0.0
2023-12-10,Disney,Display,8321.0,2,0.01,0.0
